"V1","V2"
"1","Edmund Bertram"
"1","Fanny Price"
"1","Julia Bertram"
"1","Lady Bertram"
"1","Maria Bertram"
"1","Miss Lee"
"1","Mrs Norris"
"1","Mrs. Frances Price"
"1","Sir Thomas Bertram"
"1","Tom Bertram"
"2","Edmund Bertram"
"2","Fanny Price"
"2","Julia Bertram"
"2","Maria Bertram"
"2","Miss Lee"
"2","Mrs Norris"
"2","Sir Thomas Bertram"
"2","Tom Bertram"
"2","William Price"
"3","Dr Grant"
"3","Edmund Bertram"
"3","Fanny Price"
"3","Julia Bertram"
"3","Maria Bertram"
"3","Miss Lee"
"3","Sir Thomas Bertram"
"3","Tom Bertram"
"3","William Price"
"4","Dr Grant"
"4","Edmund Bertram"
"4","Fanny Price"
"4","Henry Crawford"
"4","Julia Bertram"
"4","Maria Bertram"
"4","Mary Crawford"
"4","Mr Rushworth"
"4","Sir Thomas Bertram"
"4","Tom Bertram"
"4","Admiral Crawford"
"5","Dr Grant"
"5","Edmund Bertram"
"5","Fanny Price"
"5","Henry Crawford"
"5","Julia Bertram"
"5","Maria Bertram"
"5","Mary Crawford"
"5","Mr Rushworth"
"5","Sir Thomas Bertram"
"5","Tom Bertram"
"4","William Price"
"6","Admiral Crawford"
"6","Dr Grant"
"6","Edmund Bertram"
"6","Fanny Price"
"6","Henry Crawford"
"6","Julia Bertram"
"6","Maria Bertram"
"6","Mary Crawford"
"6","Mr Rushworth"
"4","Mrs Crawford"
"6","Sir Thomas Bertram"
"6","William Price"
"7","Dr Grant"
"7","Edmund Bertram"
"7","Fanny Price"
"7","Henry Crawford"
"7","Julia Bertram"
"7","Maria Bertram"
"7","Mary Crawford"
"7","Mr Rushworth"
"7","Sir Thomas Bertram"
"8","Edmund Bertram"
"8","Fanny Price"
"8","Henry Crawford"
"8","Julia Bertram"
"8","Maria Bertram"
"8","Mary Crawford"
"8","Mr Rushworth"
"9","Edmund Bertram"
"9","Fanny Price"
"9","Henry Crawford"
"9","Julia Bertram"
"9","Maria Bertram"
"9","Mary Crawford"
"9","Mr Rushworth"
"6","Smith"
"8","Dr Grant"
"10","Edmund Bertram"
"10","Fanny Price"
"10","Henry Crawford"
"10","Julia Bertram"
"10","Maria Bertram"
"10","Mary Crawford"
"10","Mr Rushworth"
"8","Sir Thomas Bertram"
"11","Dr Grant"
"11","Edmund Bertram"
"11","Fanny Price"
"11","Henry Crawford"
"11","Julia Bertram"
"11","Maria Bertram"
"11","Mary Crawford"
"11","Mr Rushworth"
"3","Mrs Norris"
"11","Sir Thomas Bertram"
"6","Tom Bertram"
"12","Edmund Bertram"
"12","Fanny Price"
"12","Henry Crawford"
"12","Julia Bertram"
"12","Maria Bertram"
"12","Mary Crawford"
"12","Mrs Norris"
"12","Sir Thomas Bertram"
"12","Tom Bertram"
"13","Edmund Bertram"
"13","Fanny Price"
"13","Henry Crawford"
"13","Julia Bertram"
"13","Lord Ravenshaw"
"13","Maria Bertram"
"13","Mary Crawford"
"12","Mr Rushworth"
"13","Tom Bertram"
"14","Edmund Bertram"
"14","Fanny Price"
"14","Henry Crawford"
"14","Julia Bertram"
"13","Lady Ravenshaw"
"14","Maria Bertram"
"14","Mary Crawford"
"14","Mr Rushworth"
"13","Sir Thomas Bertram"
"14","Tom Bertram"
"15","Charles Maddox"
"15","Edmund Bertram"
"15","Fanny Price"
"15","Julia Bertram"
"15","Maria Bertram"
"15","Mary Crawford"
"4","Miss Lee"
"15","Mr Rushworth"
"15","Sir Thomas Bertram"
"15","Tom Bertram"
"7","William Price"
"16","Charles Maddox"
"16","Edmund Bertram"
"16","Fanny Price"
"15","Henry Crawford"
"16","Julia Bertram"
"16","Maria Bertram"
"16","Mary Crawford"
"16","Mr Rushworth"
"16","Sir Thomas Bertram"
"16","Tom Bertram"
"12","Dr Grant"
"17","Edmund Bertram"
"17","Fanny Price"
"17","Henry Crawford"
"17","Julia Bertram"
"17","Maria Bertram"
"17","Mary Crawford"
"17","Mr Rushworth"
"17","Sir Thomas Bertram"
"17","Tom Bertram"
"18","Edmund Bertram"
"18","Fanny Price"
"18","Henry Crawford"
"18","Julia Bertram"
"18","Maria Bertram"
"18","Mary Crawford"
"18","Mr Rushworth"
"18","Sir Thomas Bertram"
"18","Tom Bertram"
"16","William Price"
"5","Charles"
"18","Dr Grant"
"19","Edmund Bertram"
"19","Fanny Price"
"19","Henry Crawford"
"19","Julia Bertram"
"19","Maria Bertram"
"19","Mr Rushworth"
"19","Sir Thomas Bertram"
"19","Tom Bertram"
"20","Dr Grant"
"20","Edmund Bertram"
"20","Fanny Price"
"20","Henry Crawford"
"20","Julia Bertram"
"20","Maria Bertram"
"19","Mary Crawford"
"20","Mr Rushworth"
"20","Sir Thomas Bertram"
"20","Tom Bertram"
"21","Dr Grant"
"21","Edmund Bertram"
"21","Fanny Price"
"21","Henry Crawford"
"21","Julia Bertram"
"21","Maria Bertram"
"21","Mary Crawford"
"21","Mr Rushworth"
"13","Mrs Norris"
"22","Dr Grant"
"22","Edmund Bertram"
"22","Fanny Price"
"22","Henry Crawford"
"22","Julia Bertram"
"22","Maria Bertram"
"22","Mary Crawford"
"22","Mr Rushworth"
"22","Mrs Norris"
"21","Sir Thomas Bertram"
"7","Admiral Crawford"
"23","Edmund Bertram"
"23","Fanny Price"
"23","Henry Crawford"
"23","Mary Crawford"
"23","Mrs Norris"
"23","Sir Thomas Bertram"
"19","William Price"
"23","Dr Grant"
"24","Edmund Bertram"
"24","Fanny Price"
"24","Henry Crawford"
"23","Maria Bertram"
"24","Mary Crawford"
"23","Mr Rushworth"
"24","Sir Thomas Bertram"
"24","William Price"
"25","Edmund Bertram"
"25","Fanny Price"
"25","Henry Crawford"
"23","Julia Bertram"
"25","Maria Bertram"
"25","Mary Crawford"
"25","Mr Rushworth"
"25","Sir Thomas Bertram"
"25","William Price"
"24","Admiral Crawford"
"25","Dr Grant"
"26","Edmund Bertram"
"26","Fanny Price"
"26","Henry Crawford"
"26","Mary Crawford"
"24","Mrs Norris"
"26","Sir Thomas Bertram"
"26","William Price"
"27","Edmund Bertram"
"27","Fanny Price"
"27","Henry Crawford"
"26","Julia Bertram"
"26","Maria Bertram"
"27","Mary Crawford"
"26","Mr Rushworth"
"27","Mrs Norris"
"27","Sir Thomas Bertram"
