"","Entropy","evenness_log2","entropy","evenness","Node"
"1",2.8073549220576,0.693147180559945,1.94591014905531,1,1
"2",3.25162916738782,0.678478740424926,2.25385758960135,0.978837914159631,2
"3",3.57243125132212,0.669169298302227,2.47622064959816,0.96540722817577,3
"4",3.53688672374217,0.662511281700688,2.45158306052179,0.955801740642573,4
"5",3.55350885479768,0.665624853101281,2.46310464379781,0.960293674661663,5
"6",3.64774267858127,0.664089007940547,2.52842255306679,0.958077918464699,6
"7",3.64528301479308,0.663641214379186,2.52671764404688,0.957431888914381,7
"8",3.64419055742092,0.663442327287519,2.52596041029949,0.957144955493536,8
"9",3.69061443722758,0.654776203504025,2.55813899169812,0.944642381687359,9
"10",3.6616702483141,0.649641024402383,2.53807640875915,0.937233884263344,10
"11",3.62146903135246,0.642508661847013,2.51021104856711,0.92694406017489,11
"12",3.60075133150619,0.638832998327727,2.49585063333099,0.921641198643639,12
"13",3.61639417070247,0.641608297410081,2.50669342321584,0.925645108866736,13
"14",3.64288589194031,0.631264021275007,2.52505608510003,0.910721472985078,14
"15",3.83354687358056,0.614821012434268,2.65721220696676,0.886999225673251,15
"16",3.91052217625622,0.627166246517524,2.71056742098914,0.904809633663777,16
"17",3.94318300992266,0.632404363458297,2.73320618575977,0.912366638997827,17
"18",3.97453690884371,0.62721765920405,2.75493905239646,0.904883806491667,18
"19",4.20312839601188,0.612714095948957,2.91338659722708,0.883959587708324,19
"20",4.22940168959877,0.609815148690145,2.93159785660086,0.879777290874237,20
"21",4.23000629295489,0.609902323262949,2.93201693571251,0.879903057198115,21
"22",4.22282892641063,0.608867456592054,2.92704196432851,0.878410060184033,22
"23",4.20458914744989,0.60623755895278,2.91439911296784,0.874615919901807,23
"24",4.21900103661648,0.608315533328362,2.9243886733102,0.877613803228553,24
"25",4.20979704164648,0.606988457781252,2.91800895014686,0.875699237917852,25
"26",4.18685009789922,0.603679858849249,2.90210334078598,0.87092593864636,26
"27",4.253217312479,0.595072420176937,2.94810558845357,0.85850802955906,27
"28",4.23796096351662,0.592937887226205,2.93753069318465,0.855428549456425,28
"29",4.21414267480589,0.589605443650848,2.92102111351905,0.850620849636216,29
"30",4.19511384367516,0.586943098474909,2.90783133287143,0.846779897453753,30
"31",4.17540418899017,0.584185498509386,2.89416964129672,0.842801521658739,31
"32",4.15765069205836,0.581701586776305,2.88186385495336,0.839217994519416,32
"33",4.13796659399026,0.57894756246581,2.86821987787559,0.835244777304177,33
"34",4.1184400265531,0.576215578443153,2.85468509271051,0.831303357502902,34
"35",4.10586048214678,0.57445556022997,2.84596561697254,0.828764187954868,35
"36",4.09308821305033,0.572668577688524,2.83711255465898,0.826186117104169,36
"37",4.08854428184427,0.572032831160366,2.83396294155484,0.825268928740733,37
"38",4.07028905343679,0.569478721611943,2.82130938145372,0.821584127561337,38
"39",4.05234249661698,0.566967798652687,2.80886977619331,0.817961631459963,39
"40",4.04488115983938,0.565923874628167,2.80369797164271,0.816455567446723,40
"41",4.02696038627886,0.563416559033732,2.79127623797578,0.812838275672689,41
"42",4.01296850211471,0.561458938775776,2.78157780291668,0.810014026634592,42
"43",4.00864451437206,0.560853964785078,2.77858064300409,0.809141233658346,43
"44",4.00238699244681,0.559978467851159,2.77424325932431,0.807878158573467,44
"45",3.99347399670468,0.558731440587414,2.76806524145531,0.806079078524208,45
"46",3.99133314407617,0.558431911487136,2.76658131549186,0.805646949376635,46
"47",4.02289722888896,0.552783903459437,2.7884598718868,0.797498596204174,47
"48",4.01209259655045,0.551299245388475,2.78097067144438,0.795356687367781,48
"49",4.00499856447279,0.550324458681274,2.77605346311094,0.793950367419378,49
"50",4.00460818492872,0.55027081686148,2.77578287263062,0.793872978631977,50
"51",3.99898677700087,0.549498382558416,2.77188640957465,0.792758591493533,51
"52",3.98678442584029,0.547821664779625,2.7634283842715,0.790339599069101,52
"53",3.98920596793866,0.548154407431839,2.76510686934959,0.790819645243343,53
"54",3.97725178601499,0.546511790439545,2.7568208618533,0.78844984985448,54
"55",3.97037136188738,0.545566355473072,2.75205171526819,0.787085875516867,55
"56",3.99210510928288,0.539474307004898,2.76711640099838,0.778296907402977,56
"57",3.99229258087947,0.539499641034661,2.76724634640699,0.778333456682081,57
"58",3.9959237453925,0.539990339527226,2.76976327785135,0.779041384963876,58
"59",3.98879998615954,0.539027668212152,2.76482546422404,0.777652543831613,59
"60",3.98617405219601,0.538672811847793,2.76300530550088,0.777140594314525,60
"61",3.97528448812995,0.537201247380599,2.75545723487096,0.775017575555355,61
"62",3.96720681274689,0.536109668323887,2.74985821695371,0.773442759863499,62
"63",3.95962027475245,0.535084459263735,2.74459962953265,0.771963695836542,63
