"V1","V2"
"Abel Magwitch","Joe Gargery"
"Abel Magwitch","Mrs Joe Gargery"
"Abel Magwitch","Pip"
"Joe Gargery","Mrs Joe Gargery"
"Joe Gargery","Pip"
"Mrs Joe Gargery","Pip"
"Avenger","Joe Gargery"
"Avenger","Mrs Joe Gargery"
"Avenger","Pip"
"Joe Gargery","Mr Hubble"
"Joe Gargery","Mr Wopsle"
"Joe Gargery","Mrs Hubble"
"Joe Gargery","Uncle Pumblechook"
"Mr Hubble","Mr Wopsle"
"Mr Hubble","Mrs Hubble"
"Mr Hubble","Mrs Joe Gargery"
"Mr Hubble","Uncle Pumblechook"
"Mr Wopsle","Mrs Hubble"
"Mr Wopsle","Mrs Joe Gargery"
"Mr Wopsle","Uncle Pumblechook"
"Mrs Hubble","Mrs Joe Gargery"
"Mrs Hubble","Uncle Pumblechook"
"Mrs Joe Gargery","Uncle Pumblechook"
"Dunstable","Joe Gargery"
"Dunstable","Mr Hubble"
"Dunstable","Mr Wopsle"
"Dunstable","Mrs Hubble"
"Dunstable","Mrs Joe Gargery"
"Dunstable","Uncle Pumblechook"
"Mr Hubble","Pip"
"Mr Wopsle","Pip"
"Pip","Uncle Pumblechook"
"Abel Magwitch","Compeyson"
"Abel Magwitch","Mr Wopsle"
"Compeyson","Joe Gargery"
"Compeyson","Mr Wopsle"
"Compeyson","Mrs Joe Gargery"
"Biddy","Joe Gargery"
"Biddy","Mr Wopsle"
"Biddy","Mrs Joe Gargery"
"Biddy","Pip"
"Joe Gargery","Miss Havisham"
"Miss Havisham","Mrs Joe Gargery"
"Miss Havisham","Pip"
"Miss Havisham","Uncle Pumblechook"
"Estella","Miss Havisham"
"Estella","Mrs Joe Gargery"
"Estella","Uncle Pumblechook"
"Estella","Joe Gargery"
"Estella","Pip"
"Miss Havisham","Mr Wopsle"
"Camilla","Estella"
"Camilla","Miss Havisham"
"Camilla","Mr Camilla"
"Camilla","Mrs Joe Gargery"
"Estella","Mr Camilla"
"Miss Havisham","Mr Camilla"
"Mr Camilla","Mrs Joe Gargery"
"Bentley Drummle","Camilla"
"Bentley Drummle","Estella"
"Bentley Drummle","Miss Havisham"
"Bentley Drummle","Sarah Pocket"
"Camilla","Sarah Pocket"
"Estella","Sarah Pocket"
"Miss Havisham","Sarah Pocket"
"Camilla","Uncle Pumblechook"
"Mr Camilla","Sarah Pocket"
"Mr Camilla","Uncle Pumblechook"
"Sarah Pocket","Uncle Pumblechook"
"Camilla","Georiana Pocket"
"Camilla","Mr Pocket"
"Camilla","Pip"
"Estella","Georiana Pocket"
"Estella","Mr Pocket"
"Georiana Pocket","Miss Havisham"
"Georiana Pocket","Mr Camilla"
"Georiana Pocket","Mr Pocket"
"Georiana Pocket","Pip"
"Georiana Pocket","Sarah Pocket"
"Miss Havisham","Mr Pocket"
"Mr Camilla","Mr Pocket"
"Mr Camilla","Pip"
"Mr Pocket","Pip"
"Mr Pocket","Sarah Pocket"
"Pip","Sarah Pocket"
"Estella","Herbert Pocket"
"Herbert Pocket","Joe Gargery"
"Herbert Pocket","Miss Havisham"
"Biddy","Estella"
"Biddy","Herbert Pocket"
"Biddy","Miss Havisham"
"Biddy","Uncle Pumblechook"
"Herbert Pocket","Mrs Joe Gargery"
"Herbert Pocket","Uncle Pumblechook"
"Estella","Mr Wopsle"
"Joe Gargery","Orlick Dolge"
"Miss Havisham","Orlick Dolge"
"Orlick Dolge","Pip"
"Estella","Orlick Dolge"
"Herbert Pocket","Orlick Dolge"
"Herbert Pocket","Pip"
"Herbert Pocket","Sarah Pocket"
"Joe Gargery","Sarah Pocket"
"Mrs Joe Gargery","Orlick Dolge"
"Mrs Joe Gargery","Sarah Pocket"
"Orlick Dolge","Sarah Pocket"
"Mr Wopsle","Orlick Dolge"
"Mr Wopsle","Sarah Pocket"
"Orlick Dolge","Uncle Pumblechook"
"Abel Magwitch","Orlick Dolge"
"Compeyson","Orlick Dolge"
"Biddy","Orlick Dolge"
"Biddy","Sarah Pocket"
"Joe Gargery","Mr Jaggers"
"Miss Havisham","Mr Jaggers"
"Mr Jaggers","Pip"
"Biddy","Camilla"
"Biddy","Mr Camilla"
"Biddy","Mr Jaggers"
"Biddy","Mr Pocket"
"Camilla","Joe Gargery"
"Camilla","Mr Jaggers"
"Camilla","Mr Wopsle"
"Joe Gargery","Mr Camilla"
"Joe Gargery","Mr Pocket"
"Mr Camilla","Mr Jaggers"
"Mr Camilla","Mr Wopsle"
"Mr Jaggers","Mr Pocket"
"Mr Jaggers","Mr Wopsle"
"Mr Pocket","Mr Wopsle"
"Mr Jaggers","Mrs Joe Gargery"
"Biddy","Mrs Hubble"
"Estella","Mrs Hubble"
"Miss Havisham","Mrs Hubble"
"Mrs Hubble","Pip"
"Biddy","Mr Trabb"
"Biddy","Trabb's Boy"
"Joe Gargery","Mr Trabb"
"Joe Gargery","Trabb's Boy"
"Mr Trabb","Trabb's Boy"
"Mr Trabb","Uncle Pumblechook"
"Trabb's Boy","Uncle Pumblechook"
"Mr Jaggers","Sarah Pocket"
"Mr Jaggers","Uncle Pumblechook"
"Mike","Mr Jaggers"
"Mike","Pip"
"John Wemmick","Mr Jaggers"
"Herbert Pocket","John Wemmick"
"Herbert Pocket","Mike"
"Herbert Pocket","Mr Jaggers"
"John Wemmick","Mike"
"John Wemmick","Pip"
"Herbert Pocket","Mr Pocket"
"John Wemmick","Mr Pocket"
"Estella","Mr Jaggers"
"Estella","Mr Trabb"
"Herbert Pocket","Mr Trabb"
"Miss Havisham","Mr Trabb"
"Mr Jaggers","Mr Trabb"
"Mr Trabb","Pip"
"Herbert Pocket","Mr Havisham"
"Miss Havisham","Mr Havisham"
"Mr Havisham","Pip"
"Mr Havisham","Uncle Pumblechook"
"Flopson","Herbert Pocket"
"Flopson","Millers"
"Flopson","Mr Pocket"
"Flopson","Mrs Pocket"
"Flopson","Pip"
"Herbert Pocket","Millers"
"Herbert Pocket","Mrs Pocket"
"Millers","Mr Pocket"
"Millers","Mrs Pocket"
"Millers","Pip"
"Mr Pocket","Mrs Pocket"
"Mrs Pocket","Pip"
"Bentley Drummle","Herbert Pocket"
"Bentley Drummle","Millers"
"Bentley Drummle","Mr Pocket"
"Bentley Drummle","Mrs Pocket"
"Bentley Drummle","Startop"
"Herbert Pocket","Startop"
"Millers","Startop"
"Mr Pocket","Startop"
"Mrs Pocket","Startop"
"Bentley Drummle","Dunstable"
"Bentley Drummle","Flopson"
"Bentley Drummle","Mrs Coiler"
"Dunstable","Flopson"
"Dunstable","Herbert Pocket"
"Dunstable","Millers"
"Dunstable","Mr Pocket"
"Dunstable","Mrs Coiler"
"Dunstable","Mrs Pocket"
"Dunstable","Startop"
"Flopson","Mrs Coiler"
"Flopson","Startop"
"Herbert Pocket","Mrs Coiler"
"Millers","Mrs Coiler"
"Mr Pocket","Mrs Coiler"
"Mrs Coiler","Mrs Pocket"
"Mrs Coiler","Startop"
"Bentley Drummle","Joe Gargery"
"Bentley Drummle","Sophia"
"Flopson","Joe Gargery"
"Flopson","Sophia"
"Joe Gargery","Millers"
"Joe Gargery","Mrs Pocket"
"Joe Gargery","Sophia"
"Joe Gargery","Startop"
"Millers","Sophia"
