"","Entropy","evenness_log2","entropy","evenness","Node"
"1",1.58496250072116,0.693147180559945,1.09861228866811,1,1
"2",2.23592635062903,0.66747374705132,1.5498260458782,0.962961064794514,2
"3",2.41308843642576,0.647059849295179,1.67262544615032,0.933510035736515,3
"4",2.52164063634332,0.622603178434484,1.74786809746676,0.898226517969137,4
"5",2.81533377929234,0.615610990974159,1.95144067145166,0.888138923795159,5
"6",2.82878148314061,0.618551514173662,1.96076190945909,0.892381202032702,6
"7",2.84019987651586,0.621048301060096,1.96867653663367,0.895983304091916,7
"8",3.03485115363527,0.608076340988642,2.10359852056138,0.87726872162622,8
"9",3.03259507450913,0.607624302891697,2.10203472567598,0.876616568505465,9
"10",3.01608540948372,0.604316352619548,2.09059109791163,0.871844205052328,10
"11",3.01700754742767,0.604501116299366,2.09123027522757,0.872110762696937,11
"12",3.16196567734492,0.592283015322284,2.19170759427895,0.854483769008221,12
"13",3.1834126382798,0.596300348838276,2.20657349478254,0.860279556149339,13
"14",3.20682180454598,0.600685232482539,2.2227994923792,0.866605606037793,14
"15",3.18765743411003,0.597095461983167,2.20951576304432,0.86142666194042,15
"16",3.22402046137555,0.586948350920311,2.23472069287004,0.846787475130688,16
"17",3.25416968240016,0.592437160862408,2.25561854041932,0.854706154014533,17
"18",3.25403099241677,0.592411911687344,2.25552240784836,0.854669727154882,18
"19",3.29093026594602,0.599129600984796,2.28109903525987,0.864361304190549,19
"20",3.35146348850144,0.594605200978899,2.32305746780437,0.857833974739043,20
"21",3.34612185262361,0.593657506192548,2.31935492795607,0.856466740170499,21
"22",3.33667449858741,0.591981388918801,2.31280652114213,0.854048614091715,22
"23",3.33597070902965,0.591856524980144,2.31231869139446,0.853868473506629,23
"24",3.38541254350737,0.586647289891102,2.34658915956441,0.846353135876842,24
"25",3.4544902808204,0.585808432129976,2.3944701984224,0.845142919944855,25
"26",3.4554816548536,0.585976548182079,2.39515736653839,0.845385460139519,26
"27",3.46743837939093,0.588004155581501,2.40344513644017,0.848310679279534,27
"28",3.45270454521306,0.585505609168758,2.39323242082094,0.844706038760438,28
"29",3.43745887127114,0.582920265565891,2.38266492491236,0.840976176365589,29
"30",3.42828069596899,0.581363841304572,2.376303098579,0.838730730802264,30
"31",3.41847795633149,0.57970150415182,2.36950835723749,0.836332485235704,31
"32",3.40397392241904,0.577241927000023,2.35945492702434,0.832784065476122,32
"33",3.39447138259028,0.575630497380653,2.35286826833387,0.830459263955516,33
"34",3.40955759235687,0.578188799234683,2.36332523209892,0.834150113353421,34
"35",3.40414662779453,0.577271214176136,2.35957463726842,0.832826317939862,35
"36",3.39314608536333,0.575405755022877,2.35194964229761,0.830135029270475,36
"37",3.43481241490998,0.570952844553238,2.38083054114715,0.823710837418403,37
"38",3.44421592046558,0.572515945415,2.38734855451039,0.825965915280077,38
"39",3.50077969448243,0.561452093074501,2.426555574992,0.810004150375311,39
"40",3.52820250109276,0.565850139656414,2.44556361607699,0.816349190368636,40
"41",3.54742326710921,0.568932749889626,2.4588864358495,0.820796456865084,41
"42",3.58702316484907,0.566064506272725,2.48633499331835,0.816658456022919,42
"43",3.60323416071476,0.568622747173098,2.49757159939672,0.820349217483287,43
"44",3.66578661848738,0.561709927668089,2.5409296591389,0.81037612706485,44
"45",3.71758335305955,0.562018210457449,2.57683241966981,0.810820885116251,45
"46",3.78511364045535,0.558169236349275,2.62364084798061,0.805267989257879,46
"47",3.80866261298684,0.561641869739783,2.6399637518959,0.81027794022919,47
"48",3.86027427917316,0.562734287946769,2.67573823279695,0.811853966558985,48
"49",3.86899838172318,0.564006050334988,2.68178531988242,0.813688731849659,49
"50",3.88778517978453,0.56674470947299,2.69480733599039,0.817639781806739,50
"51",3.90110414672175,0.568686291555911,2.70403934037089,0.820440892649248,51
"52",3.91039743535173,0.57004102745851,2.71048095718289,0.822395363417642,52
"53",3.91703273171304,0.57100829260683,2.71508019414791,0.823790832050347,53
